px_est	py_est	vel_abs_est	yaw_angle_est	yaw_rate_est	px_meas	py_meas	px_gt	py_gt	vx_gt	vy_gt	nis_lidar	nis_radar
6.388096669959201	-2.460927144267072	-2.7273563139666006	1.9236136102515342	1.342865695199886	6.34927	-2.55175	6.35	-2.55	0.0	-2.72611	0.0	0.0
6.436127799887353	-2.607496510543995	-2.732068351349192	1.987465289361418	1.328464079928726	6.431254075023492	-2.718779800736669	6.4	-2.7	0.909499	-2.72851	0.0	0.0
6.4848756083337555	-2.759810391391273	-2.749653848012369	2.0460337098069763	1.3111257259458453	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851	0.0	0.0
6.505123701523086	-2.877765501112207	-2.6943233068182164	2.055644926520976	1.2305677319449868	6.465361052977219	-3.0045241951173094	6.45	-3.0	0.0	-2.99754	0.0	0.0
6.5406357973559475	-3.023704099731352	-2.718598271530523	2.090079169911021	1.200069063842333	6.44119	-3.14955	6.45	-3.15	0.0	-2.99754	0.0	0.0
6.6016861083816885	-3.164120809654724	-2.7223884475748195	2.1382498286575906	1.1778462086896553	6.522490186761543	-3.3200652799605277	6.5	-3.3	0.910402	-2.7312	0.0	0.0
6.651237755826617	-3.320977067703583	-2.7460606491909867	2.1709119333634734	1.1430086243111814	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312	0.0	0.0
6.736845074103856	-3.45997329002075	-2.7741516211432193	2.2311198584364873	1.1438493014378301	6.635801368560123	-3.5919659738109435	6.65	-3.6	1.81722	-2.72583	0.0	0.0
6.8106668904372345	-3.610992076455471	-2.7975988523922815	2.267980146006332	1.1148851789397412	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581	0.0	0.0
6.885446051891646	-3.7353266996427554	-2.7705412118481356	2.301416382414974	1.078196540389545	6.836250042254813	-3.927230749493984	6.8	-3.9	0.907988	-2.72396	0.0	0.0
6.953277257729579	-3.8908727596410806	-2.7938413742508557	2.321175316048956	1.035832347715909	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393	0.0	0.0
7.027511659089442	-4.011551637932974	-2.7622056283521648	2.3474229633352928	0.9978312477128521	6.869429816755845	-4.185066136820989	6.9	-4.2	0.909334	-2.72801	0.0	0.0
7.085812447215575	-4.1710870517306535	-2.7805482621001674	2.3502762067383323	0.9436054175251698	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799	0.0	0.0
7.146657524121207	-4.279625631633074	-2.700112560753112	2.360744788729431	0.8887623398163788	7.051564585347624	-4.497062279830155	7.0	-4.45	0.910054	-1.8201	0.0	0.0
7.202894568150135	-4.427520994411823	-2.706316329300626	2.360567894097715	0.8388343308082067	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201	0.0	0.0
7.2802738577921895	-4.539745806158704	-2.673548749922683	2.38096724712856	0.8080850735814007	7.102520614236387	-4.679337580517905	7.1	-4.7	0.908302	-2.72489	0.0	0.0
7.3285321974330895	-4.698817311311445	-2.6811008061233066	2.3647327898758785	0.7461051792008391	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489	0.0	0.0
7.434496905025816	-4.826790019117543	-2.7221277758370332	2.39619117982021	0.7399068217905177	7.313794862977399	-5.052037337815846	7.25	-5.0	1.81907	-2.72861	0.0	0.0
7.4850410697917145	-4.988846562144605	-2.7277559758862204	2.3739715741567498	0.6757953535499944	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861	0.0	0.0
7.565135444574196	-5.104737218556416	-2.7045670241432376	2.386622159960086	0.648703025935082	7.29446389991347	-5.234290235787386	7.4	-5.3	0.908194	-2.7246	0.0	0.0
7.614528618242217	-5.272548391356051	-2.711684773052967	2.356938186883834	0.5819163945078328	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457	0.0	0.0
7.705772031410859	-5.392004797238354	-2.7056702325011694	2.371383600388348	0.5625952815637183	7.63081876148898	-5.6186271872502624	7.55	-5.55	1.81974	-1.81974	0.0	0.0
7.768744755672464	-5.542687723087666	-2.7089763578070643	2.3542909843197997	0.5137865246032668	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972	0.0	0.0
7.848555018783855	-5.655773638562042	-2.6838570468905676	2.362015929404651	0.4909318254541159	7.60376173645969	-5.747738130217096	7.7	-5.8	0.90983	-2.72951	0.0	0.0
7.897505226544846	-5.8159898428128205	-2.6846954681687047	2.3300942285302457	0.43136365346406336	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948	0.0	0.0
8.010355821133839	-5.936229355511478	-2.76036460426125	2.3577364663997846	0.44564084984035435	7.8216515224358565	-6.068216677614345	7.85	-6.1	1.9986	-2.9979	0.0	0.0
8.064697860795233	-6.088257278526667	-2.7686632797583495	2.328591847945764	0.3934332273927787	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787	0.0	0.0
8.158836367531245	-6.20925724571722	-2.7593700258533604	2.3364891104452976	0.37769663375723994	8.173384754653283	-6.446844163030568	8.05	-6.35	1.81738	-1.81739	0.0	0.0
8.233781262549595	-6.354793097971902	-2.7642132831039525	2.322087123454849	0.3420968447117702	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737	0.0	0.0
8.316628309261723	-6.470046720200685	-2.742814615217258	2.3253132804899352	0.3247301492177689	8.086281064851725	-6.518545910724295	8.2	-6.6	0.909293	-2.72787	0.0	0.0
8.373959256199342	-6.628713277256629	-2.746232121050809	2.29375527064839	0.2750212311167813	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787	0.0	0.0
8.462567446373574	-6.747137344944122	-2.7431305873322747	2.299677369860803	0.2658789562468141	8.256474872340418	-6.781215906635866	8.35	-6.85	1.81994	-1.81993	0.0	0.0
8.531269435962285	-6.889773059191409	-2.743870292676905	2.2819612939012686	0.23354771707288363	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993	0.0	0.0
8.604598006947947	-6.996693358310819	-2.729465881840021	2.2820257000461623	0.22077940835722668	8.393593531518931	-7.0174294430114195	8.5	-7.1	1.00006	-3.00018	0.0	0.0
8.653311997840984	-7.14168202060093	-2.73341877707262	2.2508279447296204	0.1786575757807995	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018	0.0	0.0
8.760889857381205	-7.262477586968343	-2.7936038803803	2.271093360599191	0.19761389620735753	8.644029612415014	-7.39047071232221	8.65	-7.4	1.99807	-2.99712	0.0	0.0
8.814367821352409	-7.414258982235247	-2.803490891422063	2.2391941185266897	0.1560009975535206	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712	0.0	0.0
8.880354815480034	-7.5377222221917295	-2.7553724395217554	2.22345500538276	0.12471459976652388	8.871760966085782	-7.719116102290253	8.8	-7.65	0.909955	-1.8199	0.0	0.0
8.93795043180433	-7.688338184501351	-2.7571150058371665	2.197090435816659	0.09168766402542908	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988	0.0	0.0
9.016187197050993	-7.806132117540175	-2.7660084141515817	2.198595725616033	0.09006372222552343	8.883333952819404	-7.886358037312659	8.9	-7.9	0.999086	-2.9973	0.0	0.0
9.059098518291952	-7.953618411989046	-2.77046715081423	2.1655522478493965	0.05288904166574248	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973	0.0	0.0
9.098857473712794	-8.075635930247213	-2.70496649234376	2.135257152188718	0.009501187813211326	8.856400666693872	-8.014242376605809	9.0	-8.15	0.909309	-1.8186	0.0	0.0
9.149077415294006	-8.219267977767682	-2.702666607932693	2.111441087148755	-0.014587102642924753	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859	0.0	0.0
9.224631390129675	-8.341650481606091	-2.721192400608265	2.1143388522086695	-0.00769448362256301	9.177811542201196	-8.470560181348015	9.1	-8.4	1.0004	-3.00119	0.0	0.0
9.257279487635682	-8.486987416960886	-2.724446984081204	2.080190466962108	-0.04081362882885248	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117	0.0	0.0
9.295665564582569	-8.619120828883988	-2.6795784976274746	2.047571714698915	-0.08115766519563139	9.229220117498919	-8.68979936378011	9.2	-8.65	0.909508	-1.819	0.0	0.0
9.335347008334594	-8.762723558311158	-2.6763361106306656	2.021944619317454	-0.10200212001822918	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899	0.0	0.0
9.475876079582383	-8.891546615448053	-2.7987413985479295	2.09312703851004	0.005251861214734199	9.377477107934839	-9.006093844178954	9.35	-8.95	1.99965	-3.99928	0.0	0.0
9.513112509899328	-9.047272268247752	-2.812854267695795	2.0607070460298718	-0.026234440260897166	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928	0.0	0.0
9.555717773255283	-9.172033762609521	-2.783565701531562	2.038389491566726	-0.05410658142928457	9.500960721501261	-9.25642255563618	9.5	-9.25	0.999584	-1.99917	0.0	0.0
9.596888326854573	-9.312537926297463	-2.788116680714294	2.0168690709794093	-0.07238305207436713	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917	0.0	0.0
9.632699398646112	-9.437208939174143	-2.762225295118049	1.9933477901727434	-0.09830385123636072	9.475339720461887	-9.426267948230482	9.55	-9.5	0.0	-3.00023	0.0	0.0
9.650892270723384	-9.589716934481272	-2.769474941627148	1.9559592618305248	-0.12984354541659393	9.54779	-9.64959	9.55	-9.65	0.0	-3.0002	0.0	0.0
9.716933629568231	-9.724416081770805	-2.793378737885678	1.961969998339906	-0.11116691812490101	9.699424086823287	-9.884158298709721	9.6	-9.8	0.999005	-2.997	0.0	0.0
9.736025249811284	-9.877277758685976	-2.801387613313572	1.9278044216670227	-0.1388087132349866	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997	0.0	0.0
9.751829162309356	-10.018801649828944	-2.762382987216361	1.8866194006091723	-0.184006894865444	9.600869081275858	-9.963952384681557	9.7	-10.05	0.909855	-1.81969	0.0	0.0
9.785809805187192	-10.163141893003278	-2.758108115445918	1.86889234367565	-0.19159502333758094	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969	0.0	0.0
9.824643003282373	-10.299871209797844	-2.7589543566085015	1.8551335143292857	-0.19764037843061658	9.926266768712733	-10.474460870438596	9.75	-10.3	0.0	-3.00065	0.0	0.0
9.834792296014083	-10.446840837042217	-2.763835825972248	1.823695325970942	-0.2183086481771148	9.75524	-10.4732	9.75	-10.45	0.0	-3.00063	0.0	0.0
9.877683990898179	-10.592450846618446	-2.772276472403907	1.8210368968999988	-0.20381059901954954	9.718253787318062	-10.508654793801066	9.8	-10.6	0.90817	-2.72451	0.0	0.0
9.898404630316502	-10.746723377052069	-2.774018928817146	1.7979756223369538	-0.21515472867760793	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448	0.0	0.0
9.90356883976283	-10.894334243241822	-2.7490628729875333	1.7574216550964747	-0.2548701784983895	9.884652947043381	-10.93831506798495	9.85	-10.9	0.0	-2.73074	0.0	0.0
9.90765568976081	-11.04853605998902	-2.7494319008477834	1.7275623765041186	-0.27010734783228774	9.83614	-11.041	9.85	-11.05	0.0	-2.73073	0.0	0.0
9.923563659685964	-11.183733578920128	-2.7476102899633754	1.7109177637728399	-0.273544185237411	9.839516853248162	-11.169158880804114	9.85	-11.2	0.0	-2.99965	0.0	0.0
9.916962052186085	-11.330456834056035	-2.7535290464127247	1.6792208619246132	-0.29047290397834613	9.84568	-11.3496	9.85	-11.35	0.0	-2.99961	0.0	0.0
9.930774240615133	-11.470084869473531	-2.7572835120301256	1.664878350016108	-0.2893617791223948	9.879611491348975	-11.563698592578644	9.85	-11.5	0.0	-2.99843	0.0	0.0
9.915210696687042	-11.617266091217362	-2.7633123815401226	1.6310336502761105	-0.3075144235662474	9.83206	-11.6307	9.85	-11.65	0.0	-2.99843	0.0	0.0
9.843406880861638	-11.74878395363701	-2.7090560537346384	1.5286157995844245	-0.43085596427611544	9.853112870295776	-11.852288207988016	9.8	-11.75	-1.0003	-2.00061	0.0	0.0
9.817905966458374	-11.882032274365596	-2.7058036950223143	1.4954574568593142	-0.4421290639352933	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059	0.0	0.0
9.793300802230084	-12.014180818963732	-2.6997079258509404	1.460965875749307	-0.45858151206240216	9.696942577112718	-11.970616267184349	9.7	-12.0	-1.0004	-3.00119	0.0	0.0
9.748512142236535	-12.153691370196723	-2.7051289028366097	1.419027817034042	-0.4761858358229981	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116	0.0	0.0
9.678587419200975	-12.283385636061185	-2.686736161825933	1.3384255979944077	-0.5571246050369499	9.723110405400494	-12.396438848894977	9.6	-12.25	-0.999885	-1.99981	0.0	0.0
9.626430542929404	-12.407586705182174	-2.6820049802662544	1.2981870753943991	-0.5691451420686788	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979	0.0	0.0
9.50458644309294	-12.519106335276042	-2.6555816489388167	1.1735590712187471	-0.7038745344027681	9.390391562833715	-12.39021056546907	9.45	-12.45	-1.99803	-1.99805	0.0	0.0
9.434053775746097	-12.630488359635038	-2.6481040203364254	1.1271271713892252	-0.7150431660021392	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804	0.0	0.0
9.35133775034864	-12.755614427950063	-2.6451659173988733	1.0666749210284912	-0.7447300986765212	9.344559668715332	-12.710555668727423	9.3	-12.65	-0.909773	-1.81953	0.0	0.0
9.268943498815986	-12.865633505518181	-2.632236859749382	1.0180642947287066	-0.7533163724516398	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954	0.0	0.0
9.092268969016148	-12.945986035919995	-2.629476670407927	0.8464467187250992	-0.9439814269064586	9.15326078060926	-13.003148848342864	9.05	-12.85	-3.99257	-1.99629	0.0	0.0
8.971030106234476	-13.032308949607042	-2.6314556312876505	0.7780979649804013	-0.9629435056647092	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627	0.0	0.0
8.8189606699259	-13.11060905250419	-2.638119572290411	0.6670250057059991	-1.0435792007516054	8.71632370302279	-12.961268508680895	8.75	-13.0	-1.8213	-0.910651	0.0	0.0
8.696300498935031	-13.175420460478069	-2.6219944183217994	0.6002003705183799	-1.0547329857580352	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651	0.0	0.0
8.542574720856894	-13.223614713059854	-2.637787272721758	0.4866539005052439	-1.1411433692943855	8.545183503317753	-13.170198903001662	8.5	-13.1	-2.997	-0.999005	0.0	0.0
8.412644703344313	-13.264124076881457	-2.6299767682362787	0.4172311970965868	-1.1534951224844086	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995	0.0	0.0
8.22648311248032	-13.281566006453565	-2.6593818841334578	0.2749289526317574	-1.265884947677932	8.229262239999484	-13.169837251664072	8.2	-13.15	-2.72741	0.0	0.0	0.0
8.076427332300945	-13.291715506062664	-2.647280293183548	0.1906304942687722	-1.2814092845698326	8.03583	-13.1513	8.05	-13.15	-2.72742	0.0	0.0	0.0
7.9153903939177805	-13.294157458306584	-2.6569454984655767	0.09292784673961191	-1.3175583635122583	7.829144466282768	-13.052513825929237	7.9	-13.15	-2.72986	0.0	0.0	0.0
7.76941037967291	-13.280747264560496	-2.6441070167772645	0.00871486618128606	-1.3309617255870003	7.76538	-13.1647	7.75	-13.15	-2.72986	0.0	0.0	0.0
7.673526944220498	-13.316220486778189	-2.594011643530045	0.009384320361843015	-1.2331041739575146	7.6614545435194925	-13.307878747854014	7.6	-13.2	-2.9979	-0.999304	0.0	0.0
7.529687767286405	-13.30399700302993	-2.6025039935898886	-0.06146786862814095	-1.2394399813059083	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304	0.0	0.0
7.384510481580376	-13.284926544909279	-2.5996980249091477	-0.1308270884550357	-1.2371820104502667	7.211074536203076	-13.098537297092511	7.3	-13.25	-2.72846	0.0	0.0	0.0
7.231410269052782	-13.258597004701391	-2.610893190156267	-0.20256879334278674	-1.2381697716960738	7.16011	-13.2382	7.15	-13.25	-2.72844	0.0	0.0	0.0
7.085496049797738	-13.192261002271522	-2.6441451985321947	-0.30713987648203955	-1.295492974545928	6.884720665154385	-12.958774331424872	7.0	-13.2	-2.99784	0.999284	0.0	0.0
6.944105922479894	-13.150760838035893	-2.6620460547450024	-0.3712125455864062	-1.2910470159629492	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284	0.0	0.0
6.8115366700452045	-13.102661674160265	-2.6566463464880012	-0.43291448760739615	-1.2791448440129458	6.7742432539416315	-13.233720964884604	6.7	-13.1	-2.72787	0.909275	0.0	0.0
6.661227827071745	-13.046314035001172	-2.678318783494672	-0.4957792889319427	-1.2678052643766187	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284	0.0	0.0
6.548707634683085	-13.017460746221786	-2.607943757664352	-0.5109070754836966	-1.1879027974270373	6.401365249116183	-13.079874014584687	6.4	-13.05	-2.72678	0.0	0.0	0.0
6.394752283693707	-12.970662306299394	-2.6379593186622796	-0.553124049724	-1.16045599156552	6.26174	-13.0534	6.25	-13.05	-2.72678	0.0	0.0	0.0
6.274904334283965	-12.914298675432386	-2.6102336793747267	-0.5911050506979982	-1.1238638867818518	6.101432866130609	-13.007596750749203	6.1	-13.0	-2.72966	0.909888	0.0	0.0
6.114870626661148	-12.864076271539977	-2.647198641458422	-0.6209527908653419	-1.0873580892570407	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988	0.0	0.0
5.9966070272256635	-12.751861756341455	-2.711658664852907	-0.7109936392173567	-1.1407196936312034	5.7985443121918925	-12.847787449578512	5.8	-12.85	-2.99777	1.99851	0.0	0.0
5.847441553453191	-12.688237370169848	-2.7508282369596704	-0.7360425932400494	-1.1041278356579187	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852	0.0	0.0
5.740970105549374	-12.618074429278407	-2.687728838120682	-0.7596172224162516	-1.048963537337239	5.50546707725408	-12.57208106684297	5.55	-12.7	-1.81798	0.908995	0.0	0.0
5.5892298673242635	-12.551735447222404	-2.7152511405999253	-0.7771484078492273	-1.0065917128028987	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995	0.0	0.0
5.477030567181597	-12.435537132327168	-2.742219812740186	-0.839202633453742	-1.0177979630694078	5.27506109210667	-12.478212100879773	5.3	-12.55	-2.72627	1.81753	0.0	0.0
5.317305877117831	-12.364917621059409	-2.7733753703059425	-0.8446591243060165	-0.965205202350844	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175	0.0	0.0
5.213767927120306	-12.266889941236903	-2.7523035887855176	-0.8805386575176632	-0.9431362737629898	5.044461052770542	-12.380774357328425	5.05	-12.35	-1.8199	1.81989	0.0	0.0
5.071025448981423	-12.180301230140442	-2.7736055102616066	-0.892903165711755	-0.9025654204606866	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199	0.0	0.0
4.9783979132219285	-12.067031849426348	-2.7842368545125833	-0.9364953407514031	-0.9006680654433444	4.750608408267526	-11.98027998801772	4.85	-12.15	-1.99928	1.99929	0.0	0.0
4.858962207926378	-11.98316345272684	-2.7950215990888903	-0.9475794347274566	-0.8666164396087787	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928	0.0	0.0
4.7674890106614285	-11.85459730199439	-2.8066831425148497	-0.9954504032470248	-0.8684895989252658	4.6911304223330745	-11.90841115223442	4.7	-11.9	-0.908236	2.72471	0.0	0.0
4.674985922095243	-11.730078872522892	-2.81025596974851	-1.0341102812924647	-0.8591979231098633	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247	0.0	0.0
4.609086574986479	-11.619808559511727	-2.748110521776607	-1.0691295086279653	-0.8405695268691614	4.597455066640235	-11.620495536775703	4.6	-11.65	-0.909847	1.81971	0.0	0.0
4.536298989568787	-11.500007195349939	-2.7396455873606524	-1.1075401063422388	-0.8337728554673529	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969	0.0	0.0
4.447528313996733	-11.333446425906944	-2.872079448703524	-1.1591392306918504	-0.8518076905575102	4.474416715486859	-11.367283646332215	4.5	-11.35	-1.0008	4.0032	0.0	0.0
4.408402142256069	-11.189481641733318	-2.8726832540772533	-1.2151154583024297	-0.865047334189641	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321	0.0	0.0
4.393963405426925	-11.05910418159591	-2.787057771533872	-1.2780669442140231	-0.882027672790571	4.437132467386453	-11.024038630051376	4.45	-11.05	0.0	1.81614	0.0	0.0
4.377648181952922	-10.90827858693174	-2.7780284095934613	-1.3426127976529083	-0.8989265229796373	4.45136	-10.93	4.45	-10.95	0.0	1.81612	0.0	0.0
4.355244040785667	-10.759804158623128	-2.770586008306144	-1.3975799969469356	-0.9052646570993748	4.447447819133748	-10.785952137205248	4.45	-10.8	0.0	2.72555	0.0	0.0
4.363642356458477	-10.607799186587409	-2.7602320591125897	-1.4677256335666895	-0.9267538196917644	4.45788	-10.6457	4.45	-10.65	0.0	2.72554	0.0	0.0
4.362483321480526	-10.461128382376218	-2.7492116078821294	-1.5257569147918373	-0.9357476655315963	4.463287877132691	-10.57564213349905	4.45	-10.5	0.0	2.729	0.0	0.0
4.379461619145378	-10.31058385522714	-2.7438509912960884	-1.5904515901102325	-0.9496357983576177	4.44057	-10.3382	4.45	-10.35	0.0	2.72898	0.0	0.0
4.404824464886663	-10.163002123256991	-2.7315222134169814	-1.657930306888085	-0.968588385328288	4.518948688782045	-10.236734185674406	4.5	-10.2	0.908962	2.72687	0.0	0.0
4.453357363275568	-10.013302610548047	-2.728047633805278	-1.7329198026458539	-0.9906489697309516	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685	0.0	0.0
4.484867545812053	-9.868771925253649	-2.72747846791931	-1.7875806552733178	-0.9894653878521499	4.632235970642265	-9.970698247980826	4.6	-9.9	0.909756	2.72927	0.0	0.0
4.548884254428498	-9.723856784610337	-2.727314090140501	-1.8611177966237906	-1.0083800433490504	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926	0.0	0.0
4.561811788515229	-9.572215512985869	-2.744379826765753	-1.8796656396795641	-0.9578000131410492	4.607573608263069	-9.433497093042305	4.7	-9.6	0.90859	2.72578	0.0	0.0
4.642080469419392	-9.431479315631265	-2.746852845028857	-1.9531075526955917	-0.9776254539623784	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576	0.0	0.0
